Result Number,Entity  ID,Agency,Vendor ID,Recording Technique,Project,Event,Roll,Frame,Acquisition Date,Scale,Strip Number,Image Type,Quality,Cloud Cover,Photo ID,Flying Height in Feet,Film Length and Width,Focal Length,Stereo Overlap,Other,Center Latitude,Center Longitude,NW Corner Lat ,NW Corner Long,NE Corner lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
126,AR5780026677566,5,,2,78000,,002667,7566,1978/08/26,65461,0000,13,8,1,5780026677566,65003,229mm x 229mm,304.68 mm,5,,60°00'39.23"N,154°46'32.52"W,60°04'23.06"N,154°53'42.00"W,60°04'27.69"N,154°38'48.01"W,59°56'55.91"N,154°39'24.01"W,59°56'50.30"N,154°54'18.00"W,60.010898,-154.775699,60.073073,-154.895,60.074357,-154.64667,59.948864,-154.65667,59.947305,-154.905,AR5780026677566,AR5780026677566,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677566
127,AR5780026677748,5,,2,78000,,002667,7748,1978/08/26,65562,0000,13,8,1,5780026677748,65003,229mm x 229mm,304.68 mm,5,,60°05'56.83"N,154°44'41.64"W,60°09'39.51"N,154°52'14.02"W,60°09'40.27"N,154°37'28.02"W,60°02'14.52"N,154°37'10.02"W,60°02'12.99"N,154°51'56.02"W,60.099119,-154.7449,60.160975,-154.87056,60.161187,-154.62445,60.037366,-154.61945,60.036943,-154.86556,AR5780026677748,AR5780026677748,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677748
128,AR5780026677567,5,,2,78000,,002667,7567,1978/08/26,65461,0000,13,8,1,5780026677567,65003,229mm x 229mm,304.68 mm,5,,60°00'36.90"N,154°53'19.03"W,60°04'20.96"N,155°00'29.27"W,60°04'25.59"N,154°45'33.77"W,59°56'53.36"N,154°46'09.77"W,59°56'47.74"N,155°01'05.27"W,60.010251,-154.888619,60.072488,-155.00813,60.073774,-154.75938,59.948156,-154.76938,59.946595,-155.01813,AR5780026677567,AR5780026677567,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677567
129,AR5780026677524,5,,2,78000,,002667,7524,1978/08/26,65800,0000,13,8,0,5780026677524,65003,229mm x 229mm,304.68 mm,5,,60°11'36.26"N,154°46'53.99"W,60°15'18.00"N,154°54'36.00"W,60°15'24.52"N,154°39'29.99"W,60°07'54.52"N,154°39'11.99"W,60°07'48.00"N,154°54'18.00"W,60.193406,-154.781665,60.255,-154.91,60.256811,-154.65833,60.131811,-154.65333,60.13,-154.905,AR5780026677524,AR5780026677524,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677524
130,AR5780026677747,5,,2,78000,,002667,7747,1978/08/26,65562,0000,13,8,1,5780026677747,65003,229mm x 229mm,304.68 mm,5,,60°05'56.31"N,154°51'24.84"W,60°09'39.16"N,154°58'57.61"W,60°09'39.93"N,154°44'10.82"W,60°02'13.83"N,154°43'52.82"W,60°02'12.30"N,154°58'39.61"W,60.098975,-154.8569,60.160879,-154.98267,60.161091,-154.73634,60.037174,-154.73134,60.036751,-154.97767,AR5780026677747,AR5780026677747,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677747
131,AR5780026677568,5,,2,78000,,002667,7568,1978/08/26,65461,0000,13,8,1,5780026677568,65003,229mm x 229mm,304.68 mm,5,,60°00'34.57"N,155°00'07.02"W,60°04'18.84"N,155°07'18.01"W,60°04'23.48"N,154°52'21.00"W,59°56'50.81"N,154°52'57.00"W,59°56'45.18"N,155°07'54.01"W,60.009603,-155.001949,60.071901,-155.12167,60.073189,-154.8725,59.947446,-154.8825,59.945882,-155.13167,AR5780026677568,AR5780026677568,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677568
132,AR5780026677523,5,,2,78000,,002667,7523,1978/08/26,65000,0000,13,8,0,5780026677523,65003,229mm x 229mm,304.68 mm,5,,60°11'03.10"N,154°53'39.53"W,60°15'08.46"N,155°01'23.99"W,60°14'30.00"N,154°46'18.01"W,60°06'54.00"N,154°45'47.99"W,60°07'39.51"N,155°00'54.00"W,60.184195,-154.894314,60.252351,-155.02333,60.241667,-154.77167,60.115,-154.76333,60.127641,-155.015,AR5780026677523,AR5780026677523,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677523
133,AR5780026677746,5,,2,78000,,002667,7746,1978/08/26,65562,0000,13,8,1,5780026677746,65003,229mm x 229mm,304.68 mm,5,,60°05'55.79"N,154°58'08.83"W,60°09'38.82"N,155°05'42.00"W,60°09'39.58"N,154°50'54.42"W,60°02'13.13"N,154°50'36.42"W,60°02'11.61"N,155°05'24.00"W,60.09883,-154.96912,60.160782,-155.095,60.160994,-154.84845,60.036981,-154.84345,60.036558,-155.09,AR5780026677746,AR5780026677746,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677746
134,AR5780026677585,5,,2,78000,,002667,7585,1978/08/26,65500,0000,13,8,1,5780026677585,65003,229mm x 229mm,304.68 mm,5,,59°48'07.32"N,155°05'37.72"W,59°51'55.03"N,155°13'07.72"W,59°51'55.61"N,154°58'13.73"W,59°44'19.60"N,154°58'07.72"W,59°44'19.02"N,155°13'01.70"W,59.802033,-155.09381,59.865287,-155.21881,59.865448,-154.97048,59.738778,-154.96881,59.738618,-155.21714,AR5780026677585,AR5780026677585,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677585
135,AR5780026677727,5,,2,78000,,002667,7727,1978/08/26,65600,0000,13,8,1,5780026677727,65003,229mm x 229mm,304.68 mm,5,,59°53'29.42"N,155°01'28.84"W,59°57'24.84"N,155°08'22.67"W,59°57'03.64"N,154°53'28.68"W,59°49'33.80"N,154°54'34.67"W,59°49'55.34"N,155°09'28.66"W,59.891505,-155.024677,59.956901,-155.13963,59.951012,-154.8913,59.826055,-154.90963,59.832039,-155.15796,AR5780026677727,AR5780026677727,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677727
136,AR5780026677584,5,,2,78000,,002667,7584,1978/08/26,65500,0000,13,8,1,5780026677584,65003,229mm x 229mm,304.68 mm,5,,59°48'07.06"N,155°12'16.30"W,59°51'54.77"N,155°19'46.31"W,59°51'55.35"N,155°04'52.28"W,59°44'19.35"N,155°04'46.31"W,59°44'18.77"N,155°19'40.30"W,59.80196,-155.204528,59.865215,-155.32953,59.865376,-155.08119,59.738707,-155.07953,59.738547,-155.32786,AR5780026677584,AR5780026677584,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677584
137,AR5780026677728,5,,2,78000,,002667,7728,1978/08/26,65600,0000,13,8,1,5780026677728,65003,229mm x 229mm,304.68 mm,5,,59°53'39.14"N,155°08'15.50"W,59°57'34.49"N,155°15'09.32"W,59°57'13.29"N,155°00'15.34"W,59°49'43.60"N,155°01'21.32"W,59°50'05.14"N,155°16'15.35"W,59.894206,-155.137639,59.95958,-155.25259,59.953691,-155.00426,59.828777,-155.02259,59.834761,-155.27093,AR5780026677728,AR5780026677728,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677728
138,AR5780026677587,5,,2,78000,,002667,7587,1978/08/26,65500,0000,13,8,1,5780026677587,65003,229mm x 229mm,304.68 mm,5,,59°48'07.84"N,154°52'20.58"W,59°51'55.55"N,154°59'50.57"W,59°51'56.13"N,154°44'56.58"W,59°44'20.12"N,154°44'50.57"W,59°44'19.54"N,154°59'44.59"W,59.802177,-154.872383,59.86543,-154.99738,59.865591,-154.74905,59.738921,-154.74738,59.738761,-154.99572,AR5780026677587,AR5780026677587,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677587
139,AR5780026677725,5,,2,78000,,002667,7725,1978/08/26,65529,0000,13,8,0,5780026677725,65003,229mm x 229mm,304.68 mm,5,,59°53'36.00"N,154°47'48.01"W,59°57'24.00"N,154°55'00.01"W,59°57'24.00"N,154°40'00.01"W,59°49'48.00"N,154°40'36.01"W,59°49'48.00"N,154°55'36.01"W,59.893334,-154.79667,59.956667,-154.91667,59.956667,-154.66667,59.83,-154.67667,59.83,-154.92667,AR5780026677725,AR5780026677725,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677725
140,AR5780026677586,5,,2,78000,,002667,7586,1978/08/26,65500,0000,13,8,1,5780026677586,65003,229mm x 229mm,304.68 mm,5,,59°48'07.57"N,154°58'59.15"W,59°51'55.29"N,155°06'29.16"W,59°51'55.87"N,154°51'35.14"W,59°44'19.86"N,154°51'29.16"W,59°44'19.28"N,155°06'23.15"W,59.802103,-154.983097,59.865359,-155.1081,59.865519,-154.85976,59.73885,-154.8581,59.73869,-155.10643,AR5780026677586,AR5780026677586,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677586
141,AR5780026677726,5,,2,78000,,002667,7726,1978/08/26,65600,0000,13,8,1,5780026677726,65003,229mm x 229mm,304.68 mm,5,,59°53'19.69"N,154°54'42.17"W,59°57'15.20"N,155°01'36.01"W,59°56'54.00"N,154°46'41.99"W,59°49'24.00"N,154°47'48.01"W,59°49'45.54"N,155°02'42.00"W,59.888803,-154.911715,59.954222,-155.02667,59.948333,-154.77833,59.823333,-154.79667,59.829317,-155.045,AR5780026677726,AR5780026677726,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677726
142,AR5780026677791,5,,2,78000,,002667,7791,1978/08/26,64700,0000,13,8,1,5780026677791,65003,229mm x 229mm,304.68 mm,5,,60°18'13.46"N,154°42'02.54"W,60°21'54.37"N,154°48'50.00"W,60°21'58.92"N,154°34'02.03"W,60°14'31.98"N,154°35'14.03"W,60°14'28.48"N,154°50'02.00"W,60.303738,-154.700706,60.365102,-154.81389,60.366368,-154.56723,60.242216,-154.58723,60.241245,-154.83389,AR5780026677791,AR5780026677791,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677791
143,AR5780026677790,5,,2,78000,,002667,7790,1978/08/26,64700,0000,13,8,1,5780026677790,65003,229mm x 229mm,304.68 mm,5,,60°18'15.35"N,154°35'04.21"W,60°21'56.51"N,154°41'52.69"W,60°22'01.08"N,154°27'02.66"W,60°14'33.63"N,154°28'14.66"W,60°14'30.12"N,154°43'04.69"W,60.304265,-154.584502,60.365697,-154.69797,60.366967,-154.45074,60.242674,-154.47074,60.241701,-154.71797,AR5780026677790,AR5780026677790,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677790
144,AR5780026677789,5,,2,78000,,002667,7789,1978/08/26,64700,0000,13,8,1,5780026677789,65003,229mm x 229mm,304.68 mm,5,,60°18'17.26"N,154°28'03.87"W,60°21'58.66"N,154°34'53.33"W,60°22'03.24"N,154°20'01.36"W,60°14'35.29"N,154°21'13.36"W,60°14'31.78"N,154°36'05.33"W,60.304795,-154.467742,60.366295,-154.58148,60.367567,-154.33371,60.243135,-154.35371,60.24216,-154.60148,AR5780026677789,AR5780026677789,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677789
145,AR5780026677788,5,,2,78000,,002667,7788,1978/08/26,64700,0000,13,8,1,5780026677788,65003,229mm x 229mm,304.68 mm,5,,60°18'19.18"N,154°21'01.54"W,60°22'00.83"N,154°27'52.02"W,60°22'05.42"N,154°12'58.00"W,60°14'36.95"N,154°14'10.00"W,60°14'33.43"N,154°29'04.02"W,60.305327,-154.350427,60.366896,-154.46445,60.368171,-154.21611,60.243598,-154.23611,60.24262,-154.48445,AR5780026677788,AR5780026677788,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677788
146,AR5780026677498,5,,2,78000,,002667,7498,1978/08/26,64111,0000,13,8,1,5780026677498,65003,229mm x 229mm,304.68 mm,5,,60°24'15.62"N,154°37'14.37"W,60°28'00.10"N,154°44'43.87"W,60°27'57.57"N,154°29'46.14"W,60°20'31.78"N,154°29'46.14"W,60°20'33.03"N,154°44'43.87"W,60.404338,-154.620657,60.466694,-154.74552,60.465992,-154.49615,60.34216,-154.49615,60.342508,-154.74552,AR5780026677498,AR5780026677498,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677498
147,AR5780026677497,5,,2,78000,,002667,7497,1978/08/26,64111,0000,13,8,1,5780026677497,65003,229mm x 229mm,304.68 mm,5,,60°24'14.73"N,154°30'12.10"W,60°27'58.91"N,154°37'41.99"W,60°27'56.38"N,154°22'43.50"W,60°20'31.19"N,154°22'43.50"W,60°20'32.44"N,154°37'41.99"W,60.404091,-154.503362,60.466364,-154.62833,60.465662,-154.37875,60.341996,-154.37875,60.342344,-154.62833,AR5780026677497,AR5780026677497,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677497
148,AR5780026677496,5,,2,78000,,002667,7496,1978/08/26,64111,0000,13,8,1,5780026677496,65003,229mm x 229mm,304.68 mm,5,,60°24'13.84"N,154°23'09.12"W,60°27'57.72"N,154°30'39.38"W,60°27'55.19"N,154°15'40.14"W,60°20'30.59"N,154°15'40.14"W,60°20'31.85"N,154°30'39.38"W,60.403844,-154.385866,60.466034,-154.51094,60.465331,-154.26115,60.341831,-154.26115,60.34218,-154.51094,AR5780026677496,AR5780026677496,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677496
149,AR5780026677495,5,,2,78000,,002667,7495,1978/08/26,64111,0000,13,8,1,5780026677495,65003,229mm x 229mm,304.68 mm,5,,60°24'12.95"N,154°16'05.34"W,60°27'56.53"N,154°23'35.99"W,60°27'54.00"N,154°08'35.99"W,60°20'30.00"N,154°08'35.99"W,60°20'31.26"N,154°23'35.99"W,60.403596,-154.268151,60.465703,-154.39333,60.465,-154.14333,60.341667,-154.14333,60.342016,-154.39333,AR5780026677495,AR5780026677495,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677495
150,AR5780026677689,5,,2,78000,,002667,7689,1978/08/26,65850,0000,13,8,1,5780026677689,65003,229mm x 229mm,304.68 mm,5,,59°41'59.68"N,154°45'59.98"W,59°45'43.43"N,154°53'29.65"W,59°45'49.12"N,154°38'41.68"W,59°38'15.62"N,154°38'29.65"W,59°38'10.57"N,154°53'17.66"W,59.699912,-154.76666,59.762063,-154.89157,59.763644,-154.64491,59.637672,-154.64157,59.636269,-154.88824,AR5780026677689,AR5780026677689,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677689
151,AR5780026677690,5,,2,78000,,002667,7690,1978/08/26,65850,0000,13,8,1,5780026677690,65003,229mm x 229mm,304.68 mm,5,,59°42'02.08"N,154°39'23.35"W,59°45'45.97"N,154°46'53.04"W,59°45'51.66"N,154°32'05.03"W,59°38'17.88"N,154°31'53.04"W,59°38'12.83"N,154°46'41.05"W,59.700577,-154.656487,59.762769,-154.7814,59.76435,-154.53473,59.638299,-154.5314,59.636896,-154.77807,AR5780026677690,AR5780026677690,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677690
152,AR5780026677691,5,,2,78000,,002667,7691,1978/08/26,65850,0000,13,8,1,5780026677691,65003,229mm x 229mm,304.68 mm,5,,59°42'04.48"N,154°32'46.71"W,59°45'48.51"N,154°40'16.39"W,59°45'54.20"N,154°25'28.42"W,59°38'20.13"N,154°25'16.39"W,59°38'15.08"N,154°40'04.40"W,59.701245,-154.546309,59.763475,-154.67122,59.765056,-154.42456,59.638926,-154.42122,59.637522,-154.66789,AR5780026677691,AR5780026677691,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677691
153,AR5780026677588,5,,2,78000,,002667,7588,1978/08/26,65500,0000,13,8,1,5780026677588,65003,229mm x 229mm,304.68 mm,5,,59°48'08.09"N,154°45'42.01"W,59°51'55.81"N,154°53'12.01"W,59°51'56.39"N,154°38'18.02"W,59°44'20.37"N,154°38'12.01"W,59°44'19.80"N,154°53'06.00"W,59.802247,-154.76167,59.865502,-154.88667,59.865663,-154.63834,59.738992,-154.63667,59.738832,-154.885,AR5780026677588,AR5780026677588,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677588
154,AR5780026677589,5,,2,78000,,002667,7589,1978/08/26,65500,0000,13,8,1,5780026677589,65003,229mm x 229mm,304.68 mm,5,,59°48'08.34"N,154°39'03.45"W,59°51'56.07"N,154°46'33.46"W,59°51'56.65"N,154°31'39.43"W,59°44'20.63"N,154°31'33.46"W,59°44'20.05"N,154°46'27.44"W,59.802318,-154.650958,59.865574,-154.77596,59.865735,-154.52762,59.739064,-154.52596,59.738904,-154.77429,AR5780026677589,AR5780026677589,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677589
155,AR5780026677590,5,,2,78000,,002667,7590,1978/08/26,65500,0000,13,8,1,5780026677590,65003,229mm x 229mm,304.68 mm,5,,59°48'08.60"N,154°32'24.86"W,59°51'56.32"N,154°39'54.86"W,59°51'56.90"N,154°25'00.88"W,59°44'20.89"N,154°24'54.86"W,59°44'20.31"N,154°39'48.85"W,59.80239,-154.54024,59.865645,-154.66524,59.865806,-154.41691,59.739135,-154.41524,59.738975,-154.66357,AR5780026677590,AR5780026677590,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677590
156,AR5780026677561,5,,2,78000,,002667,7561,1978/08/26,65250,0000,13,8,0,5780026677561,65003,229mm x 229mm,304.68 mm,5,,60°01'08.45"N,154°12'06.04"W,60°05'00.00"N,154°19'36.01"W,60°04'46.95"N,154°04'48.00"W,59°57'16.88"N,154°04'36.01"W,59°57'30.00"N,154°19'23.99"W,60.019015,-154.201677,60.083333,-154.32667,60.079709,-154.08,59.95469,-154.07667,59.958333,-154.32333,AR5780026677561,AR5780026677561,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677561
157,AR5780026677562,5,,2,78000,,002667,7562,1978/08/26,65461,0000,13,8,1,5780026677562,65003,229mm x 229mm,304.68 mm,5,,60°00'48.45"N,154°19'41.52"W,60°04'31.41"N,154°26'48.01"W,60°04'36.00"N,154°12'00.00"W,59°57'06.00"N,154°12'36.00"W,59°57'00.43"N,154°27'24.01"W,60.013459,-154.328201,60.075391,-154.44667,60.076667,-154.2,59.951667,-154.21,59.950119,-154.45667,AR5780026677562,AR5780026677562,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677562
158,AR5780026677563,5,,2,78000,,002667,7563,1978/08/26,65461,0000,13,8,1,5780026677563,65003,229mm x 229mm,304.68 mm,5,,60°00'46.16"N,154°26'22.02"W,60°04'29.33"N,154°33'29.27"W,60°04'33.93"N,154°18'39.74"W,59°57'03.49"N,154°19'15.74"W,59°56'57.91"N,154°34'05.27"W,60.012822,-154.439451,60.074815,-154.55813,60.076093,-154.31104,59.95097,-154.32104,59.949419,-154.56813,AR5780026677563,AR5780026677563,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677563
159,AR5780026677751,5,,2,78000,,002667,7751,1978/08/26,65562,0000,13,8,1,5780026677751,65003,229mm x 229mm,304.68 mm,5,,60°05'58.38"N,154°24'36.85"W,60°09'40.55"N,154°32'08.02"W,60°09'41.31"N,154°17'24.43"W,60°02'16.59"N,154°17'06.43"W,60°02'15.07"N,154°31'50.02"W,60.099551,-154.410236,60.161264,-154.53556,60.161476,-154.29012,60.037941,-154.28512,60.037519,-154.53056,AR5780026677751,AR5780026677751,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677751
160,AR5780026677564,5,,2,78000,,002667,7564,1978/08/26,65461,0000,13,8,1,5780026677564,65003,229mm x 229mm,304.68 mm,5,,60°00'43.86"N,154°33'04.01"W,60°04'27.25"N,154°40'12.00"W,60°04'31.86"N,154°25'21.00"W,59°57'00.98"N,154°25'57.00"W,59°56'55.38"N,154°40'48.00"W,60.012183,-154.551114,60.074237,-154.67,60.075516,-154.4225,59.950271,-154.4325,59.948717,-154.68,AR5780026677564,AR5780026677564,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677564
161,AR5780026677750,5,,2,78000,,002667,7750,1978/08/26,65562,0000,13,8,1,5780026677750,65003,229mm x 229mm,304.68 mm,5,,60°05'57.87"N,154°31'17.66"W,60°09'40.20"N,154°38'49.24"W,60°09'40.97"N,154°24'04.82"W,60°02'15.90"N,154°23'46.82"W,60°02'14.38"N,154°38'31.24"W,60.099407,-154.521571,60.161168,-154.64701,60.16138,-154.40134,60.037749,-154.39634,60.037327,-154.64201,AR5780026677750,AR5780026677750,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677750
162,AR5780026677565,5,,2,78000,,002667,7565,1978/08/26,65461,0000,13,8,1,5780026677565,65003,229mm x 229mm,304.68 mm,5,,60°00'41.55"N,154°39'47.52"W,60°04'25.16"N,154°46'56.24"W,60°04'29.78"N,154°32'03.77"W,59°56'58.44"N,154°32'39.77"W,59°56'52.84"N,154°47'32.24"W,60.011542,-154.6632,60.073656,-154.78229,60.074938,-154.53438,59.949568,-154.54438,59.948012,-154.79229,AR5780026677565,AR5780026677565,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677565
163,AR5780026677749,5,,2,78000,,002667,7749,1978/08/26,65562,0000,13,8,1,5780026677749,65003,229mm x 229mm,304.68 mm,5,,60°05'57.35"N,154°37'59.24"W,60°09'39.86"N,154°45'31.21"W,60°09'40.62"N,154°30'46.01"W,60°02'15.21"N,154°30'28.01"W,60°02'13.69"N,154°45'13.21"W,60.099264,-154.633121,60.161072,-154.75867,60.161284,-154.51278,60.037558,-154.50778,60.037136,-154.75367,AR5780026677749,AR5780026677749,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677749
164,AR5780026677525,5,,2,78000,,002667,7525,1978/08/26,65800,0000,13,8,0,5780026677525,65003,229mm x 229mm,304.68 mm,5,,60°11'39.17"N,154°40'08.99"W,60°15'20.92"N,154°47'49.49"W,60°15'27.42"N,154°32'46.50"W,60°07'57.42"N,154°32'28.50"W,60°07'50.92"N,154°47'31.49"W,60.194215,-154.669165,60.255812,-154.79708,60.257617,-154.54625,60.132617,-154.54125,60.130812,-154.79208,AR5780026677525,AR5780026677525,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677525
165,AR5780026677752,5,,2,78000,,002667,7752,1978/08/26,65562,0000,13,8,1,5780026677752,65003,229mm x 229mm,304.68 mm,5,,60°05'58.90"N,154°17'56.85"W,60°09'40.90"N,154°25'27.62"W,60°09'41.66"N,154°10'44.83"W,60°02'17.27"N,154°10'26.83"W,60°02'15.76"N,154°25'09.62"W,60.099694,-154.299126,60.16136,-154.42434,60.161571,-154.17912,60.038131,-154.17412,60.03771,-154.41934,AR5780026677752,AR5780026677752,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677752
166,AR5780026677526,5,,2,78000,,002667,7526,1978/08/26,65800,0000,13,8,0,5780026677526,65003,229mm x 229mm,304.68 mm,5,,60°11'42.06"N,154°33'27.00"W,60°15'23.83"N,154°41'06.00"W,60°15'30.30"N,154°26'06.00"W,60°08'00.30"N,154°25'48.00"W,60°07'53.83"N,154°40'48.00"W,60.195018,-154.5575,60.256619,-154.685,60.258417,-154.435,60.133417,-154.43,60.131619,-154.68,AR5780026677526,AR5780026677526,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677526
167,AR5780026677753,5,,2,78000,,002667,7753,1978/08/26,65562,0000,13,8,1,5780026677753,65003,229mm x 229mm,304.68 mm,5,,60°05'59.44"N,154°11'05.63"W,60°09'41.24"N,154°18'47.99"W,60°09'42.00"N,154°04'05.99"W,60°02'18.00"N,154°03'24.01"W,60°02'16.48"N,154°18'06.01"W,60.099845,-154.184896,60.161456,-154.31333,60.161667,-154.06833,60.038333,-154.05667,60.037912,-154.30167,AR5780026677753,AR5780026677753,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677753
168,AR5780026677527,5,,2,78000,,002667,7527,1978/08/26,65800,0000,13,8,0,5780026677527,65003,229mm x 229mm,304.68 mm,5,,60°11'44.94"N,154°26'47.99"W,60°15'26.71"N,154°34'25.50"W,60°15'33.16"N,154°19'28.49"W,60°08'03.16"N,154°19'10.49"W,60°07'56.71"N,154°34'07.50"W,60.195816,-154.446665,60.257419,-154.57375,60.259212,-154.32458,60.134212,-154.31958,60.132419,-154.56875,AR5780026677527,AR5780026677527,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677527
169,AR5780026677528,5,,2,78000,,002667,7528,1978/08/26,65800,0000,13,8,0,5780026677528,65003,229mm x 229mm,304.68 mm,5,,60°11'47.79"N,154°20'11.99"W,60°15'29.57"N,154°27'47.99"W,60°15'36.00"N,154°12'54.00"W,60°08'06.00"N,154°12'36.00"W,60°07'59.57"N,154°27'29.99"W,60.196607,-154.336665,60.258213,-154.46333,60.26,-154.215,60.135,-154.21,60.133213,-154.45833,AR5780026677528,AR5780026677528,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677528
170,AR5780026677529,5,,2,78000,,002667,7529,1978/08/26,64714,0000,13,8,0,5780026677529,65003,229mm x 229mm,304.68 mm,5,,60°11'25.38"N,154°13'22.31"W,60°15'00.00"N,154°21'11.99"W,60°15'12.93"N,154°06'18.00"W,60°07'52.28"N,154°05'35.99"W,60°07'36.00"N,154°20'30.01"W,60.190382,-154.222864,60.25,-154.35333,60.253592,-154.105,60.13119,-154.09333,60.126667,-154.34167,AR5780026677529,AR5780026677529,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677529
171,AR5780026677530,5,,2,78000,,002667,7530,1978/08/26,64714,0000,13,8,0,5780026677530,65003,229mm x 229mm,304.68 mm,5,,60°11'32.18"N,154°06'26.32"W,60°15'06.05"N,154°14'13.99"W,60°15'18.92"N,153°59'24.00"W,60°07'59.83"N,153°58'41.99"W,60°07'43.62"N,154°13'32.02"W,60.192271,-154.107312,60.25168,-154.23722,60.255256,-153.99,60.133285,-153.97833,60.128782,-154.22556,AR5780026677530,AR5780026677530,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677530
172,AR5780026677591,5,,2,78000,,002667,7591,1978/08/26,65500,0000,13,8,1,5780026677591,65003,229mm x 229mm,304.68 mm,5,,59°48'08.86"N,154°25'46.30"W,59°51'56.58"N,154°33'16.31"W,59°51'57.16"N,154°18'22.28"W,59°44'21.15"N,154°18'16.31"W,59°44'20.57"N,154°33'10.30"W,59.802461,-154.429528,59.865717,-154.55453,59.865878,-154.30619,59.739207,-154.30453,59.739047,-154.55286,AR5780026677591,AR5780026677591,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677591
173,AR5780026677724,5,,2,78000,,002667,7724,1978/08/26,65529,0000,13,8,0,5780026677724,65003,229mm x 229mm,304.68 mm,5,,59°53'36.00"N,154°40'59.23"W,59°57'24.00"N,154°48'04.86"W,59°57'24.00"N,154°33'05.62"W,59°49'48.00"N,154°33'53.60"W,59°49'48.00"N,154°48'52.85"W,59.893334,-154.68312,59.956667,-154.80135,59.956667,-154.55156,59.83,-154.56489,59.83,-154.81468,AR5780026677724,AR5780026677724,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677724
174,AR5780026677723,5,,2,78000,,002667,7723,1978/08/26,65529,0000,13,8,0,5780026677723,65003,229mm x 229mm,304.68 mm,5,,59°53'36.00"N,154°34'05.24"W,59°57'24.00"N,154°41'10.50"W,59°57'24.00"N,154°26'11.98"W,59°49'48.00"N,154°27'00.00"W,59°49'48.00"N,154°41'58.49"W,59.893332,-154.568123,59.956667,-154.68625,59.956667,-154.43666,59.83,-154.45,59.83,-154.69958,AR5780026677723,AR5780026677723,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677723
175,AR5780026677722,5,,2,78000,,002667,7722,1978/08/26,65529,0000,13,8,0,5780026677722,65003,229mm x 229mm,304.68 mm,5,,59°53'36.00"N,154°27'11.99"W,59°57'24.00"N,154°34'16.86"W,59°57'24.00"N,154°19'19.13"W,59°49'48.00"N,154°20'07.12"W,59°49'48.00"N,154°35'04.85"W,59.893334,-154.45333,59.956667,-154.57135,59.956667,-154.32198,59.83,-154.33531,59.83,-154.58468,AR5780026677722,AR5780026677722,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677722
